Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code,ProductId,Date
11,38,69,32,28,9,996,20,40,40,80,702,3,"06/01/13 00:00:00"
30,41,68,28,18,7,816,40,20,40,60,541,8,"06/01/13 00:00:00"
41,56,98,43,24,14,597,30,30,50,80,503,9,"06/01/13 00:00:00"
12,26,44,18,16,5,478,10,10,10,20,971,11,"06/01/13 00:00:00"
138,167,276,111,62,36,767,70,70,110,180,503,12,"06/01/13 00:00:00"
145,164,279,118,55,36,636,80,70,120,190,503,13,"06/01/13 00:00:00"
15,64,114,51,49,19,396,30,40,70,110,971,4,"06/01/13 00:00:00"
33,68,117,50,41,16,397,40,40,70,110,541,5,"06/01/13 00:00:00"
115,149,295,149,61,41,1245,90,140,140,280,503,6,"06/01/13 00:00:00"
-8,63,106,44,64,40,496,30,50,80,130,503,1,"06/01/13 00:00:00"
6,65,111,47,57,15,456,40,50,90,140,503,2,"06/01/13 00:00:00"
28,55,92,38,33,12,414,40,40,70,110,503,3,"06/01/13 00:00:00"
109,140,230,92,57,30,1102,90,70,130,200,253,8,"06/01/13 00:00:00"
55,64,106,43,22,12,822,50,30,60,90,253,9,"06/01/13 00:00:00"
57,78,124,47,34,14,371,30,30,50,80,206,11,"06/01/13 00:00:00"
33,59,98,40,33,12,443,20,20,40,60,206,12,"06/01/13 00:00:00"
-4,75,127,53,73,48,597,0,30,50,80,509,13,"06/01/13 00:00:00"
47,62,109,48,26,15,593,40,40,60,100,509,4,"06/01/13 00:00:00"
25,74,132,59,52,22,377,20,50,70,120,360,5,"06/01/13 00:00:00"
68,96,175,81,44,25,1046,60,70,90,160,425,6,"06/01/13 00:00:00"
91,114,191,79,45,25,425,110,90,150,240,206,2,"06/01/13 00:00:00"
33,154,262,110,121,100,665,90,130,200,330,206,3,"06/01/13 00:00:00"
112,146,288,145,60,40,1304,80,120,130,250,719,8,"07/01/13 00:00:00"
-14,56,94,39,61,36,517,0,30,50,80,303,9,"07/01/13 00:00:00"
29,63,109,47,39,15,420,20,40,50,90,720,10,"07/01/13 00:00:00"
17,64,114,51,48,19,419,20,40,60,100,719,11,"07/01/13 00:00:00"
32,59,108,50,33,15,1051,20,40,50,90,720,12,"07/01/13 00:00:00"
37,53,93,41,24,13,592,30,30,50,80,970,13,"07/01/13 00:00:00"
153,152,254,104,38,29,952,120,110,150,260,720,1,"07/01/13 00:00:00"
98,112,197,87,38,28,564,80,90,110,200,303,2,"07/01/13 00:00:00"
192,185,309,127,43,35,1007,150,130,190,320,303,3,"07/01/13 00:00:00"
135,136,228,94,35,26,608,140,100,170,270,720,5,"07/01/13 00:00:00"
43,79,130,52,45,17,668,50,60,90,150,303,6,"07/01/13 00:00:00"
153,152,254,104,38,29,952,120,80,140,220,708,8,"07/01/13 00:00:00"
99,112,197,87,37,28,564,70,70,100,170,773,9,"07/01/13 00:00:00"
192,185,309,127,43,35,1007,150,100,170,270,312,10,"07/01/13 00:00:00"
137,136,228,94,34,26,608,90,80,120,200,312,11,"07/01/13 00:00:00"
43,79,130,52,45,17,668,30,40,70,110,312,12,"07/01/13 00:00:00"
287,329,562,238,113,78,1190,230,250,340,590,815,2,"07/01/13 00:00:00"
207,222,373,154,67,49,833,170,160,230,390,847,3,"07/01/13 00:00:00"
357,387,672,291,119,96,1742,340,330,470,800,630,5,"07/01/13 00:00:00"
232,266,527,266,91,74,1819,220,300,320,620,815,6,"07/01/13 00:00:00"
356,387,672,291,120,96,1742,240,250,340,590,641,8,"07/01/13 00:00:00"
207,222,373,154,67,49,833,150,130,200,330,563,9,"07/01/13 00:00:00"
230,266,527,266,92,74,1819,150,220,240,460,563,11,"07/01/13 00:00:00"
272,332,597,270,126,102,1834,170,230,290,520,515,12,"07/01/13 00:00:00"
23,36,60,25,18,7,854,30,20,40,60,712,1,"07/01/13 00:00:00"
12,41,74,34,30,10,1010,20,30,40,70,319,2,"07/01/13 00:00:00"
17,31,54,23,18,7,605,20,20,30,50,712,3,"07/01/13 00:00:00"
18,29,49,20,15,5,808,20,20,30,50,712,5,"07/01/13 00:00:00"
43,43,43,0,11,0,559,40,0,50,50,563,6,"07/01/13 00:00:00"
-1,82,140,59,77,53,338,10,50,70,120,636,8,"07/01/13 00:00:00"
-17,49,167,120,57,37,1334,0,100,40,140,660,9,"07/01/13 00:00:00"
23,59,102,44,39,14,258,30,30,60,90,314,11,"07/01/13 00:00:00"
1,49,88,40,45,15,219,0,30,40,70,816,12,"07/01/13 00:00:00"
0,46,81,36,43,13,252,0,30,40,70,417,13,"07/01/13 00:00:00"
43,93,167,76,58,28,613,40,80,90,170,314,2,"07/01/13 00:00:00"
44,72,131,60,37,18,1070,40,60,70,130,314,3,"07/01/13 00:00:00"
44,52,86,35,19,9,894,40,40,60,100,660,5,"07/01/13 00:00:00"
48,57,95,39,20,10,845,50,40,70,110,314,6,"07/01/13 00:00:00"
12,26,44,18,16,5,486,20,10,20,30,513,8,"07/01/13 00:00:00"
22,34,56,23,17,6,868,40,10,40,50,937,9,"07/01/13 00:00:00"
144,172,283,114,63,37,822,100,90,160,250,740,11,"07/01/13 00:00:00"
177,195,333,141,62,43,692,110,120,170,290,419,12,"07/01/13 00:00:00"
15,64,114,51,49,19,419,30,50,80,130,614,6,"07/01/13 00:00:00"
28,63,109,47,40,15,420,40,40,70,110,513,1,"07/01/13 00:00:00"
25,51,84,34,31,10,432,30,30,50,80,234,2,"07/01/13 00:00:00"
-12,56,94,39,60,36,517,0,40,50,90,567,3,"07/01/13 00:00:00"
112,146,288,145,60,40,1304,120,160,180,340,216,5,"07/01/13 00:00:00"
40,65,103,39,33,12,380,40,30,60,90,262,8,"07/01/13 00:00:00"
80,85,143,59,25,16,870,60,50,70,120,262,9,"07/01/13 00:00:00"
29,54,89,36,31,11,462,10,30,40,70,262,11,"07/01/13 00:00:00"
-8,66,112,47,67,42,622,0,40,50,90,715,12,"07/01/13 00:00:00"
50,65,114,50,27,16,587,60,50,80,130,715,6,"07/01/13 00:00:00"
25,74,132,59,52,22,403,20,60,70,130,262,1,"07/01/13 00:00:00"
44,173,294,124,131,112,717,60,130,180,310,608,2,"07/01/13 00:00:00"
98,130,225,97,55,32,575,80,100,130,230,262,3,"07/01/13 00:00:00"
77,103,187,86,44,26,1081,90,90,130,220,715,5,"07/01/13 00:00:00"
44,93,167,76,57,28,613,40,50,80,130,860,9,"07/01/13 00:00:00"
46,72,131,60,36,18,1070,40,40,60,100,959,10,"07/01/13 00:00:00"
44,52,86,35,19,9,894,50,30,60,90,959,11,"07/01/13 00:00:00"
21,31,51,20,15,5,814,20,20,30,50,860,13,"07/01/13 00:00:00"
-7,66,112,47,66,42,622,20,40,70,110,475,5,"07/01/13 00:00:00"
22,57,99,43,38,14,388,20,40,50,90,860,6,"07/01/13 00:00:00"
104,135,223,90,56,29,1148,90,80,130,210,203,2,"07/01/13 00:00:00"
50,65,114,50,27,16,587,30,30,50,80,352,8,"07/01/13 00:00:00"
26,74,132,59,51,22,403,30,40,60,100,352,9,"07/01/13 00:00:00"
76,103,187,86,45,26,1081,50,60,80,140,239,10,"07/01/13 00:00:00"
57,65,109,45,22,12,885,50,40,70,110,772,11,"07/01/13 00:00:00"
80,85,143,59,25,16,870,70,60,90,150,239,13,"07/01/13 00:00:00"
44,173,294,124,131,112,717,60,110,180,290,239,5,"07/01/13 00:00:00"
98,130,225,97,55,32,575,80,90,130,220,754,6,"07/01/13 00:00:00"
144,172,283,114,63,37,822,120,100,170,270,305,2,"07/01/13 00:00:00"
178,195,333,141,61,43,692,130,130,180,310,754,3,"07/01/13 00:00:00"
15,64,114,51,49,19,419,20,30,50,80,774,9,"07/01/13 00:00:00"
22,34,56,23,17,6,868,30,20,40,60,413,11,"07/01/13 00:00:00"
12,26,44,18,16,5,486,20,10,30,40,774,13,"07/01/13 00:00:00"
10,72,110,39,60,36,560,20,30,70,100,413,5,"07/01/13 00:00:00"
112,146,288,145,60,40,1304,100,130,150,280,339,7,"07/01/13 00:00:00"
778,613,659,52,46,17,-1493,560,40,590,630,978,2,"07/01/13 00:00:00"
0,46,81,36,43,13,252,10,20,40,60,603,9,"07/01/13 00:00:00"
23,36,60,25,18,7,854,30,20,40,60,603,11,"07/01/13 00:00:00"
43,43,43,0,11,0,559,30,0,40,40,603,13,"07/01/13 00:00:00"
-1,82,140,59,77,53,338,10,50,80,130,603,5,"07/01/13 00:00:00"
0,49,88,40,46,15,219,10,30,50,80,603,7,"07/01/13 00:00:00"
68,90,150,61,38,19,329,70,50,90,140,603,1,"07/01/13 00:00:00"
59,96,159,64,49,21,467,60,60,90,150,603,2,"07/01/13 00:00:00"
536,523,786,270,126,102,1781,310,200,410,610,516,9,"07/01/13 00:00:00"
-226,-62,196,260,95,80,3076,-110,190,-40,150,914,10,"07/01/13 00:00:00"
190,185,309,127,44,35,1007,160,130,200,330,212,11,"07/01/13 00:00:00"
153,152,254,104,38,29,952,120,110,160,270,914,12,"07/01/13 00:00:00"
135,136,228,94,35,26,608,120,90,150,240,631,13,"07/01/13 00:00:00"
-367,-85,76,162,168,147,2321,-240,150,-80,70,347,5,"07/01/13 00:00:00"
251,280,541,266,91,74,1355,190,250,280,530,631,7,"07/01/13 00:00:00"
511,548,904,364,166,127,2654,370,340,520,860,716,2,"07/01/13 00:00:00"
44,60,105,46,26,15,587,40,40,60,100,337,8,"07/01/13 00:00:00"
43,93,167,76,58,28,613,40,70,90,160,985,9,"07/01/13 00:00:00"
50,59,98,40,21,11,843,50,50,70,120,337,2,"07/01/13 00:00:00"
80,85,143,59,25,16,870,90,70,110,180,504,3,"07/01/13 00:00:00"
-8,66,112,47,67,42,-395,0,40,50,90,225,4,"07/01/13 00:00:00"
41,65,103,39,33,12,380,30,30,50,80,318,5,"07/01/13 00:00:00"
29,54,89,36,31,11,462,20,30,40,70,225,6,"07/01/13 00:00:00"
23,36,60,25,18,7,854,20,20,30,50,505,8,"07/01/13 00:00:00"
14,41,74,34,29,10,1010,20,30,40,70,505,9,"07/01/13 00:00:00"
61,96,159,64,48,21,467,70,80,120,200,505,2,"07/01/13 00:00:00"
-15,49,167,120,56,37,1334,10,150,60,210,505,3,"07/01/13 00:00:00"
1,49,88,40,45,15,-258,10,30,40,70,505,4,"07/01/13 00:00:00"
-1,82,140,59,77,53,338,0,50,70,120,505,5,"07/01/13 00:00:00"
25,59,102,44,38,14,258,20,30,50,80,505,6,"07/01/13 00:00:00"
26,74,132,59,51,22,403,30,50,80,130,580,8,"07/01/13 00:00:00"
44,173,294,124,131,112,717,60,110,180,290,405,9,"07/01/13 00:00:00"
39,53,93,41,23,13,592,40,50,60,110,580,2,"07/01/13 00:00:00"
22,34,56,23,17,6,868,40,20,50,70,918,3,"07/01/13 00:00:00"
177,195,333,141,62,43,-942,110,120,160,280,405,4,"07/01/13 00:00:00"
12,26,44,18,16,5,486,20,10,20,30,918,5,"07/01/13 00:00:00"
142,172,283,114,64,37,822,100,90,150,240,405,6,"07/01/13 00:00:00"
28,63,109,47,40,15,420,30,40,60,100,214,8,"07/01/13 00:00:00"
26,51,84,34,30,10,432,30,30,50,80,254,9,"07/01/13 00:00:00"
284,307,562,260,94,80,1319,290,320,380,700,972,2,"07/01/13 00:00:00"
98,112,197,87,38,28,564,110,100,140,240,806,3,"07/01/13 00:00:00"
41,79,130,52,46,17,-456,40,40,70,110,682,4,"07/01/13 00:00:00"
155,152,254,104,37,29,952,120,80,140,220,979,5,"07/01/13 00:00:00"
135,136,228,94,35,26,608,90,80,110,190,254,6,"07/01/13 00:00:00"
23,59,102,44,39,14,258,30,20,50,70,801,12,"07/01/13 00:00:00"
1,49,88,40,45,15,219,20,20,40,60,435,13,"07/01/13 00:00:00"
66,90,150,61,39,19,329,60,50,80,130,435,8,"07/01/13 00:00:00"
61,96,159,64,48,21,467,60,50,90,140,435,9,"07/01/13 00:00:00"
-17,49,167,120,57,37,1334,-10,100,40,140,801,10,"07/01/13 00:00:00"
0,82,140,59,76,53,338,10,30,60,90,801,11,"07/01/13 00:00:00"
44,72,131,60,37,18,1070,60,70,90,160,801,1,"07/01/13 00:00:00"
22,57,99,43,38,14,388,40,50,70,120,435,2,"07/01/13 00:00:00"
43,93,167,76,58,28,613,70,90,120,210,435,3,"07/01/13 00:00:00"
50,57,95,39,20,10,845,50,30,60,90,435,4,"07/01/13 00:00:00"
44,60,105,46,26,15,587,40,40,60,100,435,5,"07/01/13 00:00:00"
43,52,86,35,20,9,894,40,30,50,80,435,6,"07/01/13 00:00:00"
135,136,228,94,35,26,608,80,60,90,150,707,12,"07/01/13 00:00:00"
41,79,130,52,46,17,668,20,30,50,80,949,13,"07/01/13 00:00:00"
192,185,309,127,43,35,1007,150,100,170,270,619,8,"07/01/13 00:00:00"
283,307,562,260,95,80,1319,200,220,270,490,714,9,"07/01/13 00:00:00"
99,112,197,87,37,28,564,70,70,100,170,909,10,"07/01/13 00:00:00"
155,152,254,104,37,29,952,100,60,110,170,619,11,"07/01/13 00:00:00"
-190,-67,86,154,66,49,1832,-150,190,-90,100,661,1,"07/01/13 00:00:00"
511,548,904,364,166,127,2654,530,450,690,1140,650,2,"07/01/13 00:00:00"
-217,-36,200,238,113,78,2797,-150,290,-40,250,909,3,"07/01/13 00:00:00"
230,266,527,266,92,74,1819,170,250,260,510,213,4,"07/01/13 00:00:00"
62,225,384,162,167,147,943,60,150,220,370,408,5,"07/01/13 00:00:00"
357,387,672,291,119,96,1742,260,270,380,650,562,6,"07/01/13 00:00:00"
356,387,672,291,120,96,1742,190,190,270,460,702,11,"07/01/13 00:00:00"
232,266,527,266,91,74,1819,130,170,190,360,702,12,"07/01/13 00:00:00"
-522,-270,27,270,126,102,5230,-250,170,-170,0,775,13,"07/01/13 00:00:00"
62,225,384,162,167,147,943,70,130,210,340,702,8,"07/01/13 00:00:00"
287,329,562,238,113,78,1190,200,200,290,490,702,9,"07/01/13 00:00:00"
207,222,373,154,67,49,833,150,130,200,330,702,10,"07/01/13 00:00:00"
-1,46,81,36,44,13,252,20,40,60,100,775,2,"07/01/13 00:00:00"
12,41,74,34,30,10,1010,30,40,50,90,702,3,"07/01/13 00:00:00"
44,43,43,0,10,0,559,30,0,40,40,775,4,"07/01/13 00:00:00"
23,36,60,25,18,7,854,20,20,30,50,702,5,"07/01/13 00:00:00"
17,29,49,20,16,5,808,20,10,30,40,775,6,"07/01/13 00:00:00"
12,26,44,18,16,5,486,10,10,10,20,503,11,"07/01/13 00:00:00"
144,172,283,114,63,37,822,80,70,120,190,541,12,"07/01/13 00:00:00"
178,195,333,141,61,43,692,90,90,130,220,541,13,"07/01/13 00:00:00"
33,44,73,30,19,8,829,40,20,40,60,503,8,"07/01/13 00:00:00"
37,53,93,41,24,13,592,30,30,50,80,503,9,"07/01/13 00:00:00"
-14,56,94,39,61,36,517,20,40,70,110,503,1,"07/01/13 00:00:00"
0,55,93,39,51,12,478,20,40,70,110,541,2,"07/01/13 00:00:00"
25,51,84,34,31,10,432,40,40,60,100,541,3,"07/01/13 00:00:00"
17,64,114,51,48,19,419,30,40,70,110,971,4,"07/01/13 00:00:00"
28,63,109,47,40,15,420,30,40,60,100,503,5,"07/01/13 00:00:00"
112,146,288,145,60,40,1304,90,130,140,270,503,6,"07/01/13 00:00:00"
40,65,103,39,33,12,380,30,20,50,70,360,11,"07/01/13 00:00:00"
28,54,89,36,32,11,462,30,20,40,60,509,12,"07/01/13 00:00:00"
-7,66,112,47,66,42,622,0,30,40,70,360,13,"07/01/13 00:00:00"
104,135,223,90,56,29,1148,80,70,120,190,425,8,"07/01/13 00:00:00"
51,59,98,40,20,11,843,50,30,50,80,425,9,"07/01/13 00:00:00"
104,125,209,86,46,27,463,120,100,160,260,253,2,"07/01/13 00:00:00"
43,173,294,124,132,112,717,100,150,220,370,206,3,"07/01/13 00:00:00"
50,65,114,50,27,16,587,50,40,70,110,206,4,"07/01/13 00:00:00"
25,74,132,59,52,22,403,20,50,70,120,360,5,"07/01/13 00:00:00"
77,103,187,86,44,26,1081,70,80,100,180,360,6,"07/01/13 00:00:00"
113,146,288,145,60,40,1292,80,120,130,250,719,8,"08/01/13 00:00:00"
-14,52,88,37,58,33,513,0,30,40,70,719,9,"08/01/13 00:00:00"
28,62,107,46,39,15,415,30,30,60,90,303,10,"08/01/13 00:00:00"
12,60,108,49,47,18,414,10,40,50,90,720,11,"08/01/13 00:00:00"
22,50,90,41,32,12,1046,20,30,50,80,720,12,"08/01/13 00:00:00"
73,87,154,68,32,22,587,50,50,80,130,720,13,"08/01/13 00:00:00"
184,178,298,123,42,34,941,140,130,180,310,720,1,"08/01/13 00:00:00"
54,68,119,52,27,17,554,50,50,70,120,970,2,"08/01/13 00:00:00"
199,191,320,132,44,36,994,160,130,200,330,720,3,"08/01/13 00:00:00"
145,145,243,100,37,28,598,130,110,170,280,719,5,"08/01/13 00:00:00"
41,79,130,52,46,17,662,50,60,90,150,720,6,"08/01/13 00:00:00"
182,178,298,123,43,34,941,140,100,160,260,815,8,"08/01/13 00:00:00"
54,68,119,52,27,17,554,40,40,60,100,312,9,"08/01/13 00:00:00"
197,191,320,132,45,36,994,140,110,170,280,312,10,"08/01/13 00:00:00"
145,145,243,100,37,28,598,100,80,130,210,312,11,"08/01/13 00:00:00"
41,79,130,52,46,17,662,30,40,70,110,815,12,"08/01/13 00:00:00"
225,271,463,196,100,64,1167,190,200,290,490,224,2,"08/01/13 00:00:00"
207,222,373,154,67,49,817,170,160,230,390,309,3,"08/01/13 00:00:00"
362,392,681,295,121,97,1714,340,340,470,810,773,5,"08/01/13 00:00:00"
230,266,527,266,92,74,1797,220,300,320,620,847,6,"08/01/13 00:00:00"
362,392,681,295,121,97,1714,250,250,350,600,515,8,"08/01/13 00:00:00"
208,222,373,154,66,49,817,150,130,200,330,515,9,"08/01/13 00:00:00"
230,266,527,266,92,74,1797,150,220,240,460,319,11,"08/01/13 00:00:00"
286,348,626,284,131,107,1809,180,240,310,550,515,12,"08/01/13 00:00:00"
26,38,62,25,18,7,851,30,20,40,60,319,1,"08/01/13 00:00:00"
21,49,89,41,32,12,1007,20,40,50,90,319,2,"08/01/13 00:00:00"
1,18,32,14,16,4,602,10,10,20,30,641,3,"08/01/13 00:00:00"
25,35,57,23,16,6,806,30,20,40,60,563,5,"08/01/13 00:00:00"
43,43,43,0,11,0,516,40,0,50,50,563,6,"08/01/13 00:00:00"
3,88,150,63,80,57,332,20,50,80,130,636,8,"08/01/13 00:00:00"
-57,19,138,120,56,37,1439,-20,100,20,120,816,9,"08/01/13 00:00:00"
26,60,104,45,38,14,253,30,30,60,90,573,11,"08/01/13 00:00:00"
-12,36,64,29,42,11,215,-10,20,30,50,314,12,"08/01/13 00:00:00"
1,48,85,38,44,14,248,0,30,40,70,573,13,"08/01/13 00:00:00"
37,88,159,72,57,27,606,40,70,90,160,660,2,"08/01/13 00:00:00"
33,60,109,50,33,15,1064,30,50,60,110,417,3,"08/01/13 00:00:00"
40,49,82,34,19,9,890,40,30,60,90,636,5,"08/01/13 00:00:00"
39,48,79,32,19,8,841,50,30,60,90,573,6,"08/01/13 00:00:00"
12,25,41,16,15,4,484,20,10,20,30,513,8,"08/01/13 00:00:00"
22,33,55,22,16,6,865,30,10,30,40,513,9,"08/01/13 00:00:00"
142,172,283,114,64,37,810,100,90,160,250,614,11,"08/01/13 00:00:00"
142,161,275,116,54,35,678,100,90,150,240,419,12,"08/01/13 00:00:00"
11,60,108,49,48,18,414,20,50,70,120,216,6,"08/01/13 00:00:00"
26,62,107,46,40,15,415,40,40,70,110,419,1,"08/01/13 00:00:00"
26,51,84,34,30,10,428,30,30,50,80,330,2,"08/01/13 00:00:00"
-15,52,88,37,59,33,513,10,30,60,90,513,3,"08/01/13 00:00:00"
112,146,288,145,60,40,1292,120,160,180,340,513,5,"08/01/13 00:00:00"
57,79,125,47,35,14,366,50,40,70,110,414,8,"08/01/13 00:00:00"
87,91,153,63,26,17,864,70,50,80,130,262,9,"08/01/13 00:00:00"
28,54,89,36,32,11,458,10,30,40,70,715,11,"08/01/13 00:00:00"
-10,61,104,44,63,39,617,10,30,60,90,715,12,"08/01/13 00:00:00"
25,39,68,30,20,9,581,30,30,50,80,262,6,"08/01/13 00:00:00"
29,77,139,63,52,23,397,30,60,80,140,414,1,"08/01/13 00:00:00"
48,184,314,133,139,120,705,60,140,190,330,920,2,"08/01/13 00:00:00"
101,132,229,99,55,32,565,90,100,140,240,715,3,"08/01/13 00:00:00"
97,123,224,103,49,31,1073,100,110,150,260,715,5,"08/01/13 00:00:00"
39,88,159,72,56,27,606,30,50,70,120,959,9,"08/01/13 00:00:00"
33,60,109,50,33,15,1064,30,30,50,80,475,10,"08/01/13 00:00:00"
39,49,82,34,20,9,890,40,30,50,80,959,11,"08/01/13 00:00:00"
17,28,47,19,15,5,811,20,20,30,50,203,13,"08/01/13 00:00:00"
-11,61,104,44,64,39,617,10,40,60,100,475,5,"08/01/13 00:00:00"
22,56,97,42,37,13,384,20,40,50,90,203,6,"08/01/13 00:00:00"
104,135,223,90,56,29,1139,90,80,130,210,203,2,"08/01/13 00:00:00"
25,39,68,30,20,9,581,20,20,30,50,786,8,"08/01/13 00:00:00"
28,77,139,63,53,23,397,30,40,60,100,727,9,"08/01/13 00:00:00"
97,123,224,103,49,31,1073,70,70,100,170,850,10,"08/01/13 00:00:00"
61,68,113,46,22,12,880,60,40,80,120,954,11,"08/01/13 00:00:00"
87,91,153,63,26,17,864,80,60,100,160,904,13,"08/01/13 00:00:00"
48,184,314,133,139,120,705,60,120,190,310,941,5,"08/01/13 00:00:00"
101,132,229,99,55,32,565,80,90,130,220,904,6,"08/01/13 00:00:00"
144,172,283,114,63,37,810,120,100,170,270,954,2,"08/01/13 00:00:00"
141,161,275,116,55,35,678,100,110,150,260,561,3,"08/01/13 00:00:00"
12,60,108,49,47,18,414,20,30,50,80,978,9,"08/01/13 00:00:00"
22,33,55,22,16,6,865,20,20,30,50,508,11,"08/01/13 00:00:00"
12,25,41,16,15,4,484,20,10,30,40,781,13,"08/01/13 00:00:00"
8,68,104,37,58,33,540,20,30,70,100,339,5,"08/01/13 00:00:00"
113,146,288,145,60,40,1292,100,130,150,280,857,7,"08/01/13 00:00:00"
777,612,658,52,46,17,-2033,560,40,590,630,617,2,"08/01/13 00:00:00"
1,48,85,38,44,14,248,10,20,40,60,603,9,"08/01/13 00:00:00"
28,38,62,25,17,7,851,30,20,40,60,603,11,"08/01/13 00:00:00"
43,43,43,0,11,0,516,30,0,40,40,603,13,"08/01/13 00:00:00"
1,88,150,63,81,57,332,10,60,80,140,603,5,"08/01/13 00:00:00"
-12,36,64,29,42,11,215,0,20,40,60,603,7,"08/01/13 00:00:00"
66,90,150,61,39,19,322,70,50,90,140,603,1,"08/01/13 00:00:00"
61,96,159,64,48,21,460,60,60,90,150,603,2,"08/01/13 00:00:00"
316,369,647,284,130,107,1565,180,210,290,500,212,9,"08/01/13 00:00:00"
-420,-187,123,311,109,96,3422,-230,230,-140,90,718,10,"08/01/13 00:00:00"
199,191,320,132,44,36,994,170,130,210,340,646,11,"08/01/13 00:00:00"
184,178,298,123,42,34,941,150,130,190,320,716,12,"08/01/13 00:00:00"
145,145,243,100,37,28,598,130,100,160,260,845,13,"08/01/13 00:00:00"
-392,-95,77,173,176,156,2615,-260,160,-90,70,212,5,"08/01/13 00:00:00"
247,277,538,266,91,74,1319,190,250,280,530,585,7,"08/01/13 00:00:00"
508,546,902,364,166,127,2617,370,340,520,860,914,2,"08/01/13 00:00:00"
84,99,174,77,35,25,581,70,70,100,170,504,8,"08/01/13 00:00:00"
39,88,159,72,56,27,606,40,60,90,150,225,9,"08/01/13 00:00:00"
63,70,117,48,22,13,839,60,60,80,140,504,2,"08/01/13 00:00:00"
87,91,153,63,26,17,864,100,70,120,190,985,3,"08/01/13 00:00:00"
-10,61,104,44,63,39,-508,10,30,60,90,337,4,"08/01/13 00:00:00"
57,79,125,47,35,14,366,40,40,60,100,318,5,"08/01/13 00:00:00"
29,54,89,36,31,11,458,20,30,40,70,504,6,"08/01/13 00:00:00"
26,38,62,25,18,7,851,30,20,40,60,505,8,"08/01/13 00:00:00"
21,49,89,41,32,12,1007,20,30,50,80,505,9,"08/01/13 00:00:00"
61,96,159,64,48,21,460,70,80,120,200,505,2,"08/01/13 00:00:00"
-58,19,138,120,57,37,1439,-30,150,20,170,505,3,"08/01/13 00:00:00"
-11,36,64,29,41,11,-347,0,20,30,50,505,4,"08/01/13 00:00:00"
3,88,150,63,80,57,332,0,50,70,120,505,5,"08/01/13 00:00:00"
25,60,104,45,39,14,253,30,30,60,90,505,6,"08/01/13 00:00:00"
28,77,139,63,53,23,397,20,60,70,130,918,8,"08/01/13 00:00:00"
47,184,314,133,140,120,705,60,120,190,310,405,9,"08/01/13 00:00:00"
73,87,154,68,32,22,587,80,80,110,190,580,2,"08/01/13 00:00:00"
22,33,55,22,16,6,865,30,20,40,60,918,3,"08/01/13 00:00:00"
141,161,275,116,55,35,-1278,100,90,140,230,918,4,"08/01/13 00:00:00"
14,25,41,16,14,4,484,20,10,20,30,580,5,"08/01/13 00:00:00"
142,172,283,114,64,37,810,100,90,150,240,580,6,"08/01/13 00:00:00"
26,62,107,46,40,15,415,30,40,60,100,817,8,"08/01/13 00:00:00"
26,51,84,34,30,10,428,30,30,50,80,210,9,"08/01/13 00:00:00"
345,367,672,311,109,96,1296,340,390,450,840,940,2,"08/01/13 00:00:00"
54,68,119,52,27,17,554,70,60,90,150,469,3,"08/01/13 00:00:00"
41,79,130,52,46,17,-587,40,40,70,110,817,4,"08/01/13 00:00:00"
184,178,298,123,42,34,941,120,100,150,250,210,5,"08/01/13 00:00:00"
145,145,243,100,37,28,598,110,80,130,210,469,6,"08/01/13 00:00:00"
3,88,150,63,80,57,332,10,40,60,100,435,11,"08/01/13 00:00:00"
26,60,104,45,38,14,253,30,20,50,70,435,12,"08/01/13 00:00:00"
-12,36,64,29,42,11,215,10,10,30,40,435,13,"08/01/13 00:00:00"
68,90,150,61,38,19,322,60,50,80,130,435,8,"08/01/13 00:00:00"
61,96,159,64,48,21,460,60,50,90,140,435,9,"08/01/13 00:00:00"
-57,19,138,120,56,37,1439,-30,100,20,120,801,10,"08/01/13 00:00:00"
33,60,109,50,33,15,1064,40,60,70,130,435,1,"08/01/13 00:00:00"
21,56,97,42,38,13,384,40,50,70,120,435,2,"08/01/13 00:00:00"
37,88,159,72,57,27,606,60,90,110,200,801,3,"08/01/13 00:00:00"
39,48,79,32,19,8,841,30,30,40,70,435,4,"08/01/13 00:00:00"
86,99,174,77,34,25,581,60,70,90,160,435,5,"08/01/13 00:00:00"
39,49,82,34,20,9,890,30,30,40,70,435,6,"08/01/13 00:00:00"
184,178,298,123,42,34,941,100,80,120,200,805,11,"08/01/13 00:00:00"
145,145,243,100,37,28,598,90,60,100,160,760,12,"08/01/13 00:00:00"
41,79,130,52,46,17,662,20,30,50,80,650,13,"08/01/13 00:00:00"
197,191,320,132,45,36,994,140,110,170,280,916,8,"08/01/13 00:00:00"
344,367,672,311,110,96,1296,240,260,330,590,818,9,"08/01/13 00:00:00"
52,68,119,52,28,17,554,40,40,60,100,213,10,"08/01/13 00:00:00"
-192,-67,86,154,67,49,2105,-150,190,-90,100,858,1,"08/01/13 00:00:00"
508,546,902,364,166,127,2617,520,450,680,1130,213,2,"08/01/13 00:00:00"
-189,-30,165,196,100,64,3139,-140,240,-40,200,530,3,"08/01/13 00:00:00"
230,266,527,266,92,74,1797,170,250,260,510,213,4,"08/01/13 00:00:00"
69,239,408,173,176,156,927,60,160,230,390,951,5,"08/01/13 00:00:00"
362,392,681,295,121,97,1714,250,280,370,650,909,6,"08/01/13 00:00:00"
